Publication_Date,Report_Date,Open_Interest,NonComm_Long,NonComm_Short,Net_Position,Net_Pos_Pct_OI,LevFunds_Long,LevFunds_Short,LevFunds_Net,LevFunds_Net_Pct_OI,Z_Net_OI,Z_dNet_OI,X7_COT_pctl,COT_Signal
2024-05-17,2024-05-14,656802,197428,176992,20436,3.11,75619,82704,-7085,-1.08,-0.9,1.57,26.3,MODERATE SPECULATIVE NET LONG
2024-05-24,2024-05-21,653081,198433,162613,35820,5.48,75342,77721,-2379,-0.36,-0.45,1.79,39.1,MODERATE SPECULATIVE NET LONG
2024-05-31,2024-05-28,664864,198575,149252,49323,7.42,74699,67353,7346,1.1,-0.08,1.45,47.4,MODERATE SPECULATIVE NET LONG
2024-06-07,2024-06-04,671736,205398,145432,59966,8.93,80602,68259,12343,1.84,0.2,1.12,51.3,MODERATE SPECULATIVE NET LONG
2024-06-14,2024-06-11,712894,203498,161833,41665,5.84,79583,80975,-1392,-0.2,-0.36,-2.2,42.9,MODERATE SPECULATIVE NET LONG
2024-06-21,2024-06-18,650388,201472,174426,27046,4.16,78396,87215,-8819,-1.36,-0.67,-1.15,32.7,MODERATE SPECULATIVE NET LONG
2024-06-28,2024-06-25,650087,202451,180828,21623,3.33,78729,90328,-11599,-1.78,-0.82,-0.56,28.2,MODERATE SPECULATIVE NET LONG
2024-07-05,2024-07-02,636895,195775,181833,13942,2.19,72818,82267,-9449,-1.48,-1.02,-0.78,19.2,MODERATE SPECULATIVE NET LONG
2024-07-12,2024-07-09,637266,194158,172866,21292,3.34,73785,79258,-5473,-0.86,-0.79,0.87,29.5,MODERATE SPECULATIVE NET LONG
2024-07-19,2024-07-16,649251,203750,171119,32631,5.03,85859,78470,7389,1.14,-0.47,1.25,39.7,MODERATE SPECULATIVE NET LONG
2024-07-26,2024-07-23,672022,207065,169633,37432,5.57,83176,78836,4340,0.65,-0.36,0.4,43.6,MODERATE SPECULATIVE NET LONG
2024-08-02,2024-07-30,667299,197636,185567,12068,1.81,73234,91398,-18164,-2.72,-1.07,-2.75,17.3,MODERATE SPECULATIVE NET LONG
2024-08-09,2024-08-06,671104,201218,180463,20755,3.09,75644,90252,-14608,-2.18,-0.82,0.93,27.6,MODERATE SPECULATIVE NET LONG
2024-08-16,2024-08-13,667350,196466,180437,16029,2.4,71009,94427,-23418,-3.51,-0.94,-0.48,23.1,MODERATE SPECULATIVE NET LONG
2024-08-23,2024-08-20,692017,203759,158209,45550,6.58,75339,78023,-2684,-0.39,-0.16,3.08,50.0,MODERATE SPECULATIVE NET LONG
2024-08-30,2024-08-27,726519,224510,147998,76512,10.53,94322,73854,20468,2.82,0.57,2.83,65.4,MODERATE SPECULATIVE NET LONG
2024-09-06,2024-09-03,740311,225536,140010,85526,11.55,95060,69208,25852,3.49,0.75,0.69,71.8,MODERATE SPECULATIVE NET LONG
2024-09-13,2024-09-10,741888,204459,136424,68035,9.17,76583,63756,12827,1.73,0.3,-1.71,55.8,MODERATE SPECULATIVE NET LONG
2024-09-20,2024-09-17,678001,199363,140681,58682,8.66,72490,66772,5718,0.84,0.21,-0.37,52.6,MODERATE SPECULATIVE NET LONG
2024-09-27,2024-09-24,679514,196681,144911,51770,7.62,70914,66148,4766,0.7,0.01,-0.74,50.0,MODERATE SPECULATIVE NET LONG
2024-10-04,2024-10-01,674734,194466,149221,45245,6.71,70416,70519,-103,-0.02,-0.16,-0.67,47.4,MODERATE SPECULATIVE NET LONG
2024-10-11,2024-10-08,669131,201387,148756,52631,7.87,80224,62318,17906,2.68,0.04,0.81,51.3,MODERATE SPECULATIVE NET LONG
2024-10-18,2024-10-15,658481,193868,163006,30862,4.69,79699,66796,12903,1.96,-0.57,-2.36,37.2,MODERATE SPECULATIVE NET LONG
2024-10-25,2024-10-22,650759,187821,190045,-2223,-0.34,74459,84615,-10156,-1.56,-1.52,-3.63,3.8,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2024-11-01,2024-10-29,661675,188113,213760,-25647,-3.88,75404,105616,-30212,-4.57,-2.19,-2.44,0.0,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2024-11-08,2024-11-05,645597,193040,197872,-4831,-0.75,79747,103781,-24034,-3.72,-1.58,2.14,3.2,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2024-11-15,2024-11-12,637105,186051,187944,-1892,-0.3,72706,101719,-29013,-4.55,-1.48,0.32,5.8,MODERATE SPECULATIVE NET SHORT
2024-11-22,2024-11-19,658774,182386,215047,-32660,-4.96,70766,110577,-39811,-6.04,-2.34,-3.13,0.0,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2024-11-29,2024-11-26,665553,188574,222411,-33836,-5.08,78630,108586,-29956,-4.5,-2.34,-0.07,0.0,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2024-12-06,2024-12-03,675059,188083,229232,-41149,-6.1,78970,115172,-36202,-5.36,-2.51,-0.66,0.0,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2024-12-13,2024-12-10,727276,185893,233072,-47178,-6.49,76775,120696,-43921,-6.04,-2.53,-0.23,0.0,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2024-12-20,2024-12-17,584000,179161,219247,-40085,-6.86,75931,114176,-38245,-6.55,-2.56,-0.22,0.0,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2024-12-27,2024-12-24,597583,177596,229356,-51760,-8.66,69968,116500,-46532,-7.79,-2.84,-1.16,0.0,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2025-01-03,2024-12-31,609159,187006,238814,-51807,-8.5,80796,122636,-41840,-6.87,-2.74,0.14,0.6,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2025-01-10,2025-01-07,603187,177014,231293,-54279,-9.0,69495,111083,-41588,-6.89,-2.77,-0.29,0.0,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2025-01-17,2025-01-14,604225,174679,223281,-48601,-8.04,68363,108162,-39799,-6.59,-2.55,0.67,1.9,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2025-01-24,2025-01-21,609492,181410,225911,-44501,-7.3,72504,107738,-35234,-5.78,-2.37,0.53,2.6,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2025-01-31,2025-01-28,618908,182245,219702,-37457,-6.05,72532,106828,-34296,-5.54,-2.12,0.87,5.1,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2025-02-07,2025-02-04,616623,190686,222546,-31859,-5.17,82094,104271,-22177,-3.6,-1.94,0.62,5.8,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2025-02-14,2025-02-11,622873,197112,229614,-32501,-5.22,88642,109469,-20827,-3.34,-1.92,0.01,5.8,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2025-02-21,2025-02-18,638024,200200,223216,-23015,-3.61,89424,100651,-11227,-1.76,-1.64,1.11,9.0,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2025-02-28,2025-02-25,658684,205698,211442,-5744,-0.87,93762,99058,-5296,-0.8,-1.2,1.85,10.3,MODERATE SPECULATIVE NET SHORT
2025-03-07,2025-03-04,683819,208624,207677,947,0.14,94173,102395,-8222,-1.2,-1.03,0.7,14.1,MODERATE SPECULATIVE NET LONG
2025-03-14,2025-03-11,729760,205437,195921,9516,1.3,90093,96012,-5919,-0.81,-0.84,0.79,19.2,MODERATE SPECULATIVE NET LONG
2025-03-21,2025-03-18,652620,206104,156111,49993,7.66,87050,73191,13859,2.12,0.12,4.27,50.0,MODERATE SPECULATIVE NET LONG
2025-03-28,2025-03-25,672875,210890,151335,59555,8.85,89643,63267,26376,3.92,0.3,0.74,52.6,MODERATE SPECULATIVE NET LONG
2025-04-04,2025-04-01,670827,211055,155623,55432,8.26,91315,58425,32890,4.9,0.21,-0.39,51.3,MODERATE SPECULATIVE NET LONG
2025-04-11,2025-04-08,697776,210960,152199,58761,8.42,85855,52777,33078,4.74,0.23,0.08,51.3,MODERATE SPECULATIVE NET LONG
2025-04-18,2025-04-15,708122,211426,151448,59978,8.47,80754,58948,21806,3.08,0.23,0.01,51.3,MODERATE SPECULATIVE NET LONG
2025-04-25,2025-04-22,719232,212694,155418,57275,7.96,81269,66559,14710,2.05,0.15,-0.35,48.7,MODERATE SPECULATIVE NET LONG
2025-05-02,2025-04-29,730212,209098,150723,58375,7.99,79893,62578,17315,2.37,0.15,-0.0,48.7,MODERATE SPECULATIVE NET LONG
2025-05-09,2025-05-06,737013,207209,147505,59703,8.1,73085,67340,5745,0.78,0.16,0.04,48.7,MODERATE SPECULATIVE NET LONG
2025-05-16,2025-05-13,750906,219333,149550,69783,9.29,86340,66187,20153,2.68,0.33,0.74,56.4,MODERATE SPECULATIVE NET LONG
2025-05-23,2025-05-20,759249,217164,165871,51293,6.76,83874,76941,6933,0.91,-0.06,-1.66,42.3,MODERATE SPECULATIVE NET LONG
2025-05-30,2025-05-27,760471,211794,163420,48374,6.36,76556,77460,-904,-0.12,-0.12,-0.27,40.4,MODERATE SPECULATIVE NET LONG
2025-06-06,2025-06-03,781284,213573,157208,56365,7.21,74113,76024,-1911,-0.24,0.01,0.54,42.3,MODERATE SPECULATIVE NET LONG
2025-06-13,2025-06-10,810517,223445,152173,71272,8.79,84861,72885,11976,1.48,0.25,1.01,51.3,MODERATE SPECULATIVE NET LONG
2025-06-20,2025-06-17,755861,230129,152688,77441,10.25,88119,72690,15429,2.04,0.47,0.92,62.2,MODERATE SPECULATIVE NET LONG
2025-06-27,2025-06-24,762607,231411,147357,84054,11.02,88638,67545,21093,2.77,0.58,0.47,67.3,MODERATE SPECULATIVE NET LONG
2025-07-04,2025-07-01,779031,238957,152827,86130,11.06,91623,76402,15221,1.95,0.58,0.0,67.3,MODERATE SPECULATIVE NET LONG
2025-07-11,2025-07-08,805847,253057,152686,100371,12.46,105233,76110,29123,3.61,0.79,0.87,75.0,MODERATE SPECULATIVE NET LONG
2025-07-18,2025-07-15,820440,256511,145897,110614,13.48,106430,67906,38524,4.7,0.94,0.62,78.8,MODERATE SPECULATIVE NET LONG
2025-07-25,2025-07-22,843447,258738,155025,103713,12.3,102310,73901,28409,3.37,0.74,-0.81,73.7,MODERATE SPECULATIVE NET LONG
2025-08-01,2025-07-29,828577,256104,163469,92634,11.18,110100,79238,30862,3.72,0.56,-0.77,66.7,MODERATE SPECULATIVE NET LONG
2025-08-08,2025-08-05,818360,252274,161303,90971,11.12,106098,71890,34208,4.18,0.54,-0.08,64.7,MODERATE SPECULATIVE NET LONG
2025-08-15,2025-08-12,824972,241690,155148,86542,10.49,100864,65926,34938,4.24,0.44,-0.44,59.0,MODERATE SPECULATIVE NET LONG
2025-08-22,2025-08-19,825219,240548,157084,83463,10.11,104037,70811,33226,4.03,0.37,-0.28,55.8,MODERATE SPECULATIVE NET LONG
2025-08-29,2025-08-26,842215,248234,160235,87998,10.45,109029,74822,34207,4.06,0.42,0.18,58.3,MODERATE SPECULATIVE NET LONG
2025-09-05,2025-09-02,845820,245317,161270,84046,9.94,107011,77338,29673,3.51,0.33,-0.38,54.5,MODERATE SPECULATIVE NET LONG
2025-09-12,2025-09-09,878104,241128,154618,86509,9.85,103962,71350,32612,3.71,0.31,-0.1,52.6,MODERATE SPECULATIVE NET LONG
2025-09-19,2025-09-16,855448,248204,163190,85014,9.94,108039,81802,26237,3.07,0.31,0.02,54.5,MODERATE SPECULATIVE NET LONG
2025-09-26,2025-09-23,859215,250911,167576,83335,9.7,106658,86855,19803,2.3,0.27,-0.19,50.0,MODERATE SPECULATIVE NET LONG
2025-10-03,2025-09-30,845775,247535,163069,84466,9.99,105007,82730,22277,2.63,0.31,0.16,54.5,MODERATE SPECULATIVE NET LONG
2025-10-10,2025-10-07,855286,251318,164028,87290,10.21,107423,86038,21385,2.5,0.34,0.11,55.8,MODERATE SPECULATIVE NET LONG
2025-10-17,2025-10-14,841079,240717,160752,79965,9.51,103080,80802,22278,2.65,0.22,-0.49,48.1,MODERATE SPECULATIVE NET LONG
2025-10-24,2025-10-21,835887,240429,159688,80740,9.66,102054,79590,22464,2.69,0.24,0.08,48.1,MODERATE SPECULATIVE NET LONG
2025-10-31,2025-10-28,843717,246055,172742,73313,8.69,108266,90923,17343,2.06,0.08,-0.65,38.5,MODERATE SPECULATIVE NET LONG
2025-11-07,2025-11-04,835176,234888,185955,48933,5.86,98873,93691,5182,0.62,-0.37,-1.88,25.6,MODERATE SPECULATIVE NET LONG
2025-11-13,2025-11-10,831275,220902,180198,40704,4.9,84211,89872,-5661,-0.68,-0.52,-0.61,23.1,MODERATE SPECULATIVE NET LONG
2025-11-21,2025-11-18,827015,222656,161678,60977,7.37,87561,75140,12421,1.5,-0.12,1.64,30.8,MODERATE SPECULATIVE NET LONG
2025-11-28,2025-11-25,830589,226211,165636,60575,7.29,90941,76217,14724,1.77,-0.13,-0.04,30.8,MODERATE SPECULATIVE NET LONG
2025-12-05,2025-12-02,851184,230596,158695,71901,8.45,90775,71503,19272,2.26,0.06,0.77,39.7,MODERATE SPECULATIVE NET LONG
2025-12-12,2025-12-09,942794,245770,146248,99522,10.56,102769,61164,41605,4.41,0.39,1.39,60.9,MODERATE SPECULATIVE NET LONG
2025-12-19,2025-12-16,986986,259511,151416,108094,10.95,116937,65636,51301,5.2,0.45,0.25,62.2,MODERATE SPECULATIVE NET LONG
2025-12-26,2025-12-23,866951,269573,152426,117147,13.51,120823,64716,56107,6.47,0.86,1.66,78.8,MODERATE SPECULATIVE NET LONG
2026-01-02,2025-12-30,869169,271788,156750,115038,13.24,121459,68797,52662,6.06,0.81,-0.18,76.3,MODERATE SPECULATIVE NET LONG
2026-01-09,2026-01-06,881815,270911,156320,114591,12.99,119570,68970,50600,5.74,0.77,-0.17,75.0,MODERATE SPECULATIVE NET LONG
2026-01-16,2026-01-13,883672,256435,168136,88298,9.99,103621,78229,25392,2.87,0.29,-1.94,53.8,MODERATE SPECULATIVE NET LONG
2026-01-23,2026-01-20,880948,249743,182122,67621,7.68,100073,89837,10236,1.16,-0.07,-1.47,34.6,MODERATE SPECULATIVE NET LONG
2026-01-30,2026-01-27,919284,272980,179589,93391,10.16,115423,89062,26361,2.87,0.33,1.59,55.8,MODERATE SPECULATIVE NET LONG
2026-02-06,2026-02-03,910464,278247,164573,113674,12.49,123767,81712,42055,4.62,0.7,1.49,73.1,MODERATE SPECULATIVE NET LONG
2026-02-13,2026-02-10,926273,289726,165183,124543,13.45,132693,82489,50204,5.42,0.86,0.61,78.8,MODERATE SPECULATIVE NET LONG
2026-02-20,2026-02-17,916813,284146,164827,119318,13.01,126502,82953,43549,4.75,0.79,-0.27,76.9,MODERATE SPECULATIVE NET LONG
2026-02-27,2026-02-24,911287,272911,166281,106630,11.7,120964,84167,36797,4.04,0.58,-0.81,71.2,MODERATE SPECULATIVE NET LONG
2026-03-06,2026-03-03,913289,270647,186851,83796,9.18,128443,98811,29632,3.24,0.19,-1.56,46.8,MODERATE SPECULATIVE NET LONG
2026-03-13,2026-03-10,969374,245631,185561,60070,6.2,105592,100361,5231,0.54,-0.28,-1.84,27.6,MODERATE SPECULATIVE NET LONG
2026-03-20,2026-03-17,755789,233156,207138,26018,3.44,106918,113870,-6952,-0.92,-0.72,-1.67,21.8,MODERATE SPECULATIVE NET LONG
2026-03-27,2026-03-24,764691,223519,206119,17400,2.28,97985,111523,-13538,-1.77,-0.9,-0.66,17.3,MODERATE SPECULATIVE NET LONG
2026-04-03,2026-03-31,774237,228174,201736,26438,3.41,106291,102344,3947,0.51,-0.7,0.74,22.4,MODERATE SPECULATIVE NET LONG
2026-04-10,2026-04-07,775043,227171,208256,18915,2.44,104662,103780,882,0.11,-0.85,-0.55,18.6,MODERATE SPECULATIVE NET LONG
2026-04-17,2026-04-14,788828,242562,192086,50476,6.4,117694,92312,25382,3.22,-0.2,2.47,31.4,MODERATE SPECULATIVE NET LONG
2026-04-24,2026-04-21,790622,239257,186313,52944,6.7,113259,92942,20317,2.57,-0.14,0.21,32.7,MODERATE SPECULATIVE NET LONG
2026-05-01,2026-04-28,801430,237967,191437,46530,5.81,111857,100263,11594,1.45,-0.28,-0.5,28.2,MODERATE SPECULATIVE NET LONG
2026-05-08,2026-05-05,815942,238089,196454,41635,5.1,110859,99013,11846,1.45,-0.39,-0.39,26.9,MODERATE SPECULATIVE NET LONG
2026-05-15,2026-05-12,829377,244722,194086,50635,6.11,115836,97833,18003,2.17,-0.21,0.64,31.4,MODERATE SPECULATIVE NET LONG
2026-05-22,2026-05-19,826019,249043,205719,43324,5.24,121171,104854,16317,1.98,-0.35,-0.49,27.6,MODERATE SPECULATIVE NET LONG
2026-05-29,2026-05-26,824224,238572,203872,34700,4.21,110985,103689,7296,0.89,-0.51,-0.58,25.0,MODERATE SPECULATIVE NET LONG
2026-06-05,2026-06-02,842424,241679,196029,45649,5.42,109583,97556,12027,1.43,-0.3,0.77,28.8,MODERATE SPECULATIVE NET LONG
2026-06-12,2026-06-09,871507,225995,214094,11901,1.37,91856,109244,-17388,-2.0,-0.97,-2.38,16.0,MODERATE SPECULATIVE NET LONG
2026-06-19,2026-06-16,894671,226129,211775,14354,1.6,94228,103154,-8926,-1.0,-0.92,0.18,16.7,MODERATE SPECULATIVE NET LONG
2026-06-26,2026-06-23,785477,239289,240857,-1567,-0.2,108150,123560,-15410,-1.96,-1.22,-1.01,12.8,MODERATE SPECULATIVE NET SHORT
2026-07-03,2026-06-30,790076,233777,256181,-22403,-2.84,102267,134911,-32644,-4.13,-1.65,-1.49,9.6,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2026-07-10,2026-07-07,794833,222659,256435,-33775,-4.25,87460,132921,-45461,-5.72,-1.86,-0.75,8.3,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2026-07-17,2026-07-14,799495,223117,264280,-41162,-5.15,89976,143667,-53691,-6.72,-1.99,-0.45,7.1,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2026-07-24,2026-07-21,800061,222733,273815,-51081,-6.38,91110,147781,-56671,-7.08,-2.16,-0.64,4.5,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2026-07-31,2026-07-28,819806,221272,290188,-68915,-8.41,92672,157870,-65198,-7.95,-2.46,-1.1,1.9,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2026-08-07,2026-08-04,799909,222891,272837,-49946,-6.24,95389,147594,-52205,-6.53,-2.05,1.35,5.8,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2026-08-14,2026-08-11,801884,215975,272911,-56935,-7.1,86753,147353,-60600,-7.56,-2.15,-0.42,3.8,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2026-08-21,2026-08-18,804940,196241,255329,-59088,-7.34,90140,147856,-57716,-7.17,-2.16,-0.05,3.2,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
